"","ID","log2FC_cut","Cut_By_ctrl","Cut_By_expected","Cut_Val_ctrl","Cut_Val_expected","Discoveries_ctrl","Discoveries_expected","Expected_dir"
"1","FTO-3T3L1",0,"pvalue","pvalue",0.487663871187004,0.531886152096775,1000,1000,"> 0"
