"","ID","log2FC_cut","Cut_By_ctrl","Cut_By_expected","Cut_Val_ctrl","Cut_Val_expected","Discoveries_ctrl","Discoveries_expected","Expected_dir"
"1","FTO-3T3L1-cqn",0,"pvalue","pvalue",0.516577343160653,0.199371606738736,1000,1000,"> 0"
