"","ID","log2FC_cut","Cut_By_ctrl","Cut_By_expected","Discoveries_ctrl","Discoveries_expected","Expected_dir","Cut_Val_ctrl","Cut_Val_expected"
"1","NO_CQN",0,"pvalue","pvalue",1000,1000,"> 0",8.58497486552201e-34,4.10703886987158e-27
