"","ID","log2FC_cut","Cut_By_ctrl","Cut_By_expected","Discoveries_ctrl","Discoveries_expected","Expected_dir","Cut_Val_ctrl","Cut_Val_expected"
"1","WITH_CQN",0,"pvalue","pvalue",1000,1000,"> 0",9.83946480754338e-56,1.27161660219771e-19
